FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUB-SECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4416,Payments,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,$1758.00,$1758.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4421,Air Services Development,1 00,9,9679,Deputy Commissioner,Annual,1,1,$175002.00,$175002.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4421,Air Services Development,BX 13,10,801,Executive Administrative Assistant I,Annual,1,1,$49824.00,$49824.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4421,Air Services Development,3 00,0,719,Director Of Marketing,Annual,1,1,$126564.00,$126564.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4421,Air Services Development,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,$288.00,$288.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4430,Lease and Real Estate Portfolio Management,1 00,9,9679,Deputy Commissioner,Annual,1,1,$115680.00,$115680.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4430,Lease and Real Estate Portfolio Management,BX 15,10,1912,Project Coordinator,Annual,2,1,$57252.00,$114504.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4430,Lease and Real Estate Portfolio Management,BX 15,10,1665,Chief Leasing Agent,Annual,1,1,$93300.00,$93300.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4430,Lease and Real Estate Portfolio Management,BX 15,10,1665,Chief Leasing Agent,Annual,1,1,$57252.00,$57252.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4430,Lease and Real Estate Portfolio Management,3 00,20,1454,Director of Project Development,Annual,1,1,$92952.00,$92952.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4430,Lease and Real Estate Portfolio Management,3 00,9,313,Assistant Commissioner,Annual,1,1,$96720.00,$96720.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4430,Lease and Real Estate Portfolio Management,3 00,9,311,Projects Administrator,Annual,1,1,$68724.00,$68724.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4430,Lease and Real Estate Portfolio Management,B 13,1,308,Staff Assistant,Annual,1,1,$84420.00,$84420.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4430,Lease and Real Estate Portfolio Management,BX 15,10,134,Financial Analyst,Annual,1,1,$57252.00,$57252.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4430,Lease and Real Estate Portfolio Management,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,$5352.00,$5352.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4510,Legal/Government Affairs,1 00,9,9813,Managing Deputy Commissioner,Annual,1,1,$148488.00,$148488.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4510,Legal/Government Affairs,3 00,0,1646,Attorney,Annual,1,1,$112284.00,$112284.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4510,Legal/Government Affairs,B 13,1,308,Staff Assistant,Annual,1,1,$76932.00,$76932.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4606,Airfield Operations,1 00,9,9813,Managing Deputy Commissioner,Annual,1,1,$126744.00,$126744.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4606,Airfield Operations,BX 17,10,7026,Chief Airport Operations Supervisor,Annual,1,1,$112284.00,$112284.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4606,Airfield Operations,BX 17,10,7026,Chief Airport Operations Supervisor,Annual,1,1,$97740.00,$97740.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4606,Airfield Operations,BX 17,10,7026,Chief Airport Operations Supervisor,Annual,2,1,$68220.00,$136440.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4606,Airfield Operations,V 16,54,7025,Assistant Chief Airport Operations Supervisor,Annual,1,1,$122280.00,$122280.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4606,Airfield Operations,V 16,54,7025,Assistant Chief Airport Operations Supervisor,Annual,1,1,$116736.00,$116736.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4606,Airfield Operations,V 16,54,7025,Assistant Chief Airport Operations Supervisor,Annual,1,1,$72660.00,$72660.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4606,Airfield Operations,V 15,54,7021,Airport Operations Supervisor II,Annual,3,1,$111456.00,$334368.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4606,Airfield Operations,V 15,54,7021,Airport Operations Supervisor II,Annual,1,1,$106416.00,$106416.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4606,Airfield Operations,V 15,54,7021,Airport Operations Supervisor II,Annual,2,1,$101544.00,$203088.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4606,Airfield Operations,V 15,54,7021,Airport Operations Supervisor II,Annual,1,1,$96984.00,$96984.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4606,Airfield Operations,V 15,54,7021,Airport Operations Supervisor II,Annual,3,1,$92556.00,$277668.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4606,Airfield Operations,V 15,54,7021,Airport Operations Supervisor II,Annual,4,1,$84384.00,$337536.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4606,Airfield Operations,V 15,54,7021,Airport Operations Supervisor II,Annual,3,1,$66216.00,$198648.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4606,Airfield Operations,3 00,20,7020,General Manager of Airport Operations,Annual,1,1,$114552.00,$114552.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4606,Airfield Operations,V 14,54,7010,Airport Operations Supervisor I,Annual,1,1,$88308.00,$88308.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4606,Airfield Operations,V 14,54,7010,Airport Operations Supervisor I,Annual,3,1,$84384.00,$253152.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4606,Airfield Operations,V 14,54,7010,Airport Operations Supervisor I,Annual,6,1,$76896.00,$461376.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4606,Airfield Operations,V 14,54,7010,Airport Operations Supervisor I,Annual,2,1,$72660.00,$145320.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4606,Airfield Operations,V 14,54,7010,Airport Operations Supervisor I,Annual,4,1,$69372.00,$277488.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4606,Airfield Operations,V 14,54,7010,Airport Operations Supervisor I,Annual,4,1,$66216.00,$264864.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4606,Airfield Operations,V 14,54,7010,Airport Operations Supervisor I,Annual,9,1,$60372.00,$543348.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4606,Airfield Operations,3 00,0,7006,Aviation Safety Management Systems Director,Annual,1,1,$102672.00,$102672.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4606,Airfield Operations,BX 12,20,810,Executive Secretary II,Annual,1,1,$60564.00,$60564.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4606,Airfield Operations,BX 14,20,318,Assistant to the Commissioner,Annual,1,1,$85008.00,$85008.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4606,Airfield Operations,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,$24537.00,$24537.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4626,Vehicle Operations,1 00,9,9679,Deputy Commissioner,Annual,1,1,$121596.00,$121596.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4626,Vehicle Operations,2 0,42,7633,Hoisting Engineer,Hourly,4,1,$48.10,$400192.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4626,Vehicle Operations,2 0,8,7185,Foreman of Motor Truck Drivers,Hourly,7,1,$37.56,$546874.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4626,Vehicle Operations,2 0,8,7184,Pool Motor Truck Driver,Hourly,451480,0,$35.60,$16072688.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4626,Vehicle Operations,2 0,8,7183,Motor Truck Driver,Hourly,162,1,$35.60,$11995776.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4626,Vehicle Operations,2 0,8,7124,Equipment Dispatcher,Hourly,7,1,$36.22,$527363.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4626,Vehicle Operations,2 0,8,7123,Equipment Training Specialist - MTD,Monthly,1,1,$6517.00,$78204.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4626,Vehicle Operations,3 00,20,7015,Airport Manager - O'Hare,Annual,1,1,$96720.00,$96720.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4626,Vehicle Operations,3 00,20,7015,Airport Manager - O'Hare,Annual,1,1,$88440.00,$88440.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4626,Vehicle Operations,3 00,20,7015,Airport Manager - O'Hare,Annual,1,1,$87564.00,$87564.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4626,Vehicle Operations,B 12,1,303,Administrative Assistant III,Annual,1,1,$73440.00,$73440.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4626,Vehicle Operations,1 00,0,12,Contract Wage Increment - Prevailing Rate,Annual,0,0,$296212.00,$296212.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4700,Administration Facilities,1 00,9,9679,Deputy Commissioner,Annual,1,1,$122856.00,$122856.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4700,Administration Facilities,BX 17,10,7099,Airport Facilities Manager,Annual,1,1,$85008.00,$85008.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4700,Administration Facilities,BX 17,10,7099,Airport Facilities Manager,Annual,1,1,$68220.00,$68220.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4700,Administration Facilities,3 00,10,7046,Manager - O'Hare Maintenance Control Center,Annual,1,1,$112284.00,$112284.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4700,Administration Facilities,BX 17,10,7027,Construction Coordinator,Annual,1,1,$107220.00,$107220.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4700,Administration Facilities,BX 14,10,7024,Coordinator of Maintenance Repairs,Annual,1,1,$52176.00,$52176.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4700,Administration Facilities,3 00,20,7020,General Manager of Airport Operations,Annual,1,1,$114552.00,$114552.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4700,Administration Facilities,3 00,20,7020,General Manager of Airport Operations,Annual,1,1,$110076.00,$110076.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4700,Administration Facilities,3 00,20,5410,Coordinating Architect,Annual,1,1,$102672.00,$102672.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4700,Administration Facilities,2 0,50,4526,General Foreman of General Trades,Monthly,1,1,$9507.33,$114088.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4700,Administration Facilities,B 09,1,665,Senior Data Entry Operator,Annual,2,1,$63876.00,$127752.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4700,Administration Facilities,BX 12,20,323,Administrative Assistant III - Excluded,Annual,1,1,$63468.00,$63468.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4700,Administration Facilities,BX 14,20,318,Assistant to the Commissioner,Annual,1,1,$73944.00,$73944.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4700,Administration Facilities,BX 16,20,309,Coordinator of Special Projects,Annual,1,1,$97740.00,$97740.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4700,Administration Facilities,B 13,1,308,Staff Assistant,Annual,1,1,$76932.00,$76932.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4700,Administration Facilities,B 12,1,303,Administrative Assistant III,Annual,2,1,$76932.00,$153864.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4700,Administration Facilities,B 10,1,302,Administrative Assistant II,Annual,1,1,$38376.00,$38376.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4700,Administration Facilities,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,$2040.00,$2040.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4700,Administration Facilities,1 00,0,12,Contract Wage Increment - Prevailing Rate,Annual,0,0,$1335.00,$1335.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4707,HVAC Plant,2 0,23,7775,Stationary Fireman,Hourly,6,1,$33.56,$418829.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4707,HVAC Plant,2 0,12,7747,Chief Operating Engineer,Monthly,1,1,$9867.87,$118414.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4707,HVAC Plant,2 0,12,7745,Assistant Chief Operating Engineer,Hourly,12,1,$52.18,$1302413.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4707,HVAC Plant,2 0,12,7743,Operating Engineer - Group A,Hourly,39,1,$47.44,$3848333.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4707,HVAC Plant,2 0,12,7741,Operating Engineer - Group C,Hourly,54,1,$45.07,$5062262.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4707,HVAC Plant,2 0,32,5040,Foreman of Electrical Mechanics,Hourly,3,1,$49.10,$306384.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4707,HVAC Plant,2 0,32,5035,Electrical Mechanic,Hourly,9,1,$46.10,$862992.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4707,HVAC Plant,1 00,0,12,Contract Wage Increment - Prevailing Rate,Annual,0,0,$167405.00,$167405.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4717,Skilled Trades,2 0,54,9528,Laborer - Bureau of Electricity,Hourly,1,1,$40.20,$83616.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4717,Skilled Trades,2 0,53,941J,Laborer - Apprentice,Hourly,4160,0,$24.12,$100339.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4717,Skilled Trades,2 0,53,9411,Construction Laborer,Hourly,14,1,$40.20,$1170624.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4717,Skilled Trades,2 0,53,8246,Foreman of Construction Laborers,Hourly,1,1,$41.30,$85904.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4717,Skilled Trades,2 0,36,6676,Foreman of Machinists,Hourly,1,1,$48.85,$101608.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4717,Skilled Trades,2 0,36,6674,Machinist,Hourly,9,1,$46.35,$867672.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4717,Skilled Trades,2 0,32,5042,General Foreman of Electrical Mechanics,Monthly,1,1,$9030.67,$108368.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4717,Skilled Trades,2 0,32,5040,Foreman of Electrical Mechanics,Hourly,8,1,$49.10,$817024.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4717,Skilled Trades,2 0,32,5035,Electrical Mechanic,Hourly,67,1,$46.10,$6424496.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4717,Skilled Trades,2 0,41,4857,General Foreman of Sheet Metal Workers,Monthly,1,1,$8129.33,$97552.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4717,Skilled Trades,2 0,41,4855,Sheet Metal Worker,Hourly,6,1,$43.03,$537014.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4717,Skilled Trades,2 0,14,4776,Foreman of Steamfitters,Hourly,2,1,$50.50,$210080.00
Local,85,DEPARTMENT OF AVIATION,740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4717,Skilled Trades,2 0,14,4774,Steamfitter,Hourly,12,1,$47.50,$1185600.00
